institution_code,institution_name,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
52,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,SWASTA,https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-jakarta,1914.0,1914.0,"{""website"": ""http://www.uta45jakarta.ac.id"", ""email"": ""info@uta45jakarta.ac.id"", ""phone"": ""64715666 / 6410287""}","Univeritas 17 Agustus Jakarta atau yang dikenal dengan UTA'45 Jakarta Identik sebagai kampus ""Merah Putih"". Kampus ini berdiri pada 14 Juli 1952 oleh beberapa tokoh nasional yang beraliran kebangsaan dan bernaung di bawah Yayasan Perguruan Tinggi 17 Agustus 1945 Jakarta. Nama 17 Agustus 1945 digunakan untuk mengabadikan peristiwa bersejarah Indonesia yakni Proklamasi Kemerdekaan.",57490000.0,2500000.0,114730000.0,114980000.0,5000000.0,229460000.0,"Jl Sunter Permai Raya Sunter Agung Podomoro, KOTA JAKARTA UTARA",D.K.I. JAKARTA,BAIK SEKALI,quipper-598,pddikti-2629,rencanamu-88,banpt-3990
53,UNIVERSITAS BINA NUSANTARA,SWASTA,-,-1.0,-1.0,"{""website"": ""www.binus.ac.id"", ""email"": ""veronica@binus.edu"", ""phone"": ""021-5345830 / 021-5300244""}",-,47629750.0,1.0,95259500.0,95259501.0,2.0,190519000.0,"Jl KH Syahdan No 9 Palmerah, KOTA JAKARTA BARAT",D.K.I. JAKARTA,UNGGUL,-,pddikti-590,-,banpt-3224
54,UNIVERSITAS ISLAM BANDUNG,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-bandung,10167.0,10167.0,"{""website"": ""www.unisba.ac.id"", ""email"": ""humas@unisba.ac.id"", ""phone"": ""022-4203368 / 022-4263895""}","Quipperian, jika kita sebut universitas swasta terbaik di Bandung, nama Universitas Islam Bandung  muncul menjadi salah satu yang teratas. Unisba juga menjadi salah satu universitas yang perkembangannya paling pesat. Salah satunya dari jumlah peminat. Tahun akademik 2008/2009 jumlah peminatnya hanya 2.000 orang, sedangkan pada tahun akademik 2016/2017 peminatnya meningkat menjadi 12.000 orang. Pada tahun 2015, survey majalah Tempo menempatkan Unisba masuk ke dalam 10 universitas swasta terbaik di Indonesia.",46625000.0,6075000.0,92750000.0,93250000.0,12150000.0,185500000.0,"Jalan Tamansari No 1, KOTA BANDUNG",JAWA BARAT,UNGGUL,quipper-443,pddikti-2226,rencanamu-146,banpt-3121
55,SEKOLAH TINGGI ILMU KESEHATAN BUDI KEMULIAAN,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,42925000.0,850000.0,85000000.0,85850000.0,1700000.0,170000000.0,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,BAIK,-,pddikti-877,-,banpt-4004
56,UNIVERSITAS AL-IRSYAD CILACAP,SWASTA,-,-1.0,-1.0,"{""website"": ""universitasalirsyad.ac.id"", ""email"": ""humas@universitasalirsyad.ac.id"", ""phone"": ""532975 / 532975""}",-,42625000.0,1250000.0,84000000.0,85250000.0,2500000.0,168000000.0,KABUPATEN CILACAP,JAWA TENGAH,BAIK,-,pddikti-1764,-,banpt-2617
57,INSTITUT TEKNOLOGI KESEHATAN CENDEKIA UTAMA KUDUS,SWASTA,-,-1.0,-1.0,"{""website"": ""www.centamaku.ac.id"", ""email"": ""surat@centamaku.ac.id"", ""phone"": ""4248655 / 4248657""}",-,40000175.0,350.0,80000000.0,80000350.0,700.0,160000000.0,KABUPATEN KUDUS,JAWA TENGAH,BAIK SEKALI,-,pddikti-1662,-,banpt-27
58,UNIVERSITAS PRESIDEN,SWASTA,-,-1.0,-1.0,"{""website"": ""www.president.ac.id"", ""email"": ""rector@president.ac.id"", ""phone"": ""8910 9762-63 / 8910 9768""}",-,39850250.0,500.0,79700000.0,79700500.0,1000.0,159400000.0,"Jl. Ki Hajar Dewantara  Kota Jababeka  Cikarang Baru  Bekasi, KABUPATEN BEKASI",JAWA BARAT,UNGGUL,-,pddikti-2231,-,banpt-815
59,UNIVERSITAS KALBIS,SWASTA,-,-1.0,-1.0,"{""website"": ""www.kalbis.ac.id"", ""email"": ""info@kalbis.ac.id"", ""phone"": ""021-47883900""}",-,39430000.0,1860000.0,77000000.0,78860000.0,3720000.0,154000000.0,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,BAIK SEKALI,-,pddikti-1616,-,banpt-1557
60,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka,21566.0,656.0,"{""website"": ""www.uhamka.ac.id"", ""email"": ""info@uhamka.ac.id"", ""phone"": ""7208177 / 7261226""}","Universitas Muhammadiyah Prof. DR. HAMKA  berdiri berdasarkan SK Dirjen Dikti Depdikbud No. 138/DIKTI/KEp.1997 pada tanggal 30 Mei 1997. Kampus ini mengalami perubahan bentuk dari Institut Keguruan dan Ilmu Pendidikan  Muhammadiyah Jakarta. UHAMKA mengedepankan nilai-nilai keislaman dan kemuhammadiyahan dalam menjalankan proses belajar mengajar yang kelak menjadi spirit dalam bermuamalah di kehidupan sehari-hari, dengan itu juga diharapkan dapat menghasilkan lulusan-lulusan yang unggul secara spiritual dan intelektual.",37900000.0,1200000.0,75000000.0,75800000.0,2400000.0,150000000.0,"Jalan Limau II Kebayoran Baru, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,UNGGUL,quipper-285,pddikti-2264,-,banpt-3222
61,UNIVERSITAS 17 AGUSTUS 1945 CIREBON,SWASTA,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon,1651.0,95.0,"{""website"": ""www.untagcirebon.ac.id"", ""email"": ""akademik_center@untagcirebon.ac.id"", ""phone"": ""0231-481945 / 0231-485345""}","Sejarahnya, Universitas 17 Agustus 1945 Cirebon  didirikan pada tanggal 2 September 1962 sebagai cabang dari UNTAG Jakarta. Pendirian UNTAG Cirebon tidak terlepas dari perjuangan tokoh-tokoh yang semula mendirikan Akademi Pimpinan Perusahaan  Cirebon pada tahun 1961 yang dipimpin oleh D. Usman Imam sebagai Direktur APP Cirebon. Karena APP Cirebon tidak berhasil mempertahankan eksistensinya, maka perwakilian mahasiswa akademi tersebut memutuskan untuk berangkat ke Jakarta dan menemui Prof. Dr. Prajudi Atmosudirdjo yang saat itu menjadi Rektor Magnificus. Berdasarkan saran beliau, maka dibentuklah UNTAG Cirebon yang dilengkapi dengan susunan Pimpinan Yayasan dan Universitas. Sejak tahun 1975, UNTAG Cirebon resmi melepaskan diri dari induknya di Jakarta dan berdiri di bawah naungan Yayasan Perguruan Tinggi 17 Agustus 1945 Cirebon.",37750000.0,3500000.0,75000000.0,75500000.0,7000000.0,150000000.0,"Jalan Perjuangan No 17 By Pass, KOTA CIREBON",JAWA BARAT,BAIK SEKALI,quipper-163,pddikti-831,-,banpt-21
62,UNIVERSITAS MUHAMMADIYAH SURAKARTA,SWASTA,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-surakarta,22758.0,22758.0,Tel: +62271 71 7417,Universitas Muhammadiyah Surakarta berdiri sejak tahun 1981. Universitas Muhammadiyah Surakarta  menjadi satu-satunya perguruan tinggi Muhammadiyah yang mampu menembus persaingan global ? Hal ini dibuktikan dengan masuknya UMS menjadi salah satu dari 400 top university di Asia bersama 16 perguruan tinggi lainnya di Indonesia. Tentu Quipperian yang berhasil masuk ke UMS akan bangga dengan hal ini.,36050000.0,36050000.0,288400000.0,72100000.0,72100000.0,288400000.0,"Jl. Ahmad Yani  Tromol Pos1   Pabelan Kartasura  Surakarta, KABUPATEN SUKOHARJO",JAWA TENGAH,A,quipper-547,pddikti-2155,rencanamu-219,banpt-3341
63,AKADEMI KULINER DAN PATISERI OTTIMMO INTERNASIONAL,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ottimmo.ac.id"", ""email"": ""prodikuliner@ottimmo.ac.id"", ""phone"": ""031 2100 1660""}",-,36000000.0,36000000.0,36000000.0,72000000.0,72000000.0,72000000.0,"Jl. Telaga Golf TC 4 42-3 Citraland  Surabaya, KOTA SURABAYA",JAWA TIMUR,BAIK SEKALI,-,pddikti-2389,-,banpt-307
64,UNIVERSITAS KADIRI,SWASTA,https://campus.quipper.com/directory/universitas-kadiri,5906.0,278.0,"{""website"": ""www.unik-kediri.ac.id"", ""email"": ""rektor@unik-kediri.ac.id"", ""phone"": ""771649 / 773032""}","Universitas Kadiri didirikan pada 28 Juli 1980 dan merupakan kampus tertua di wilayah Kediri Raya. Pilihan bidang ilmu yang tersedia di kampus ini sangat beragam, mulai dari teknik, ekonomi, pertanian, sosial dan politik, kesehatan, hingga hukum. Secara keseluruhan, Universitas Kadiri memiliki 6 fakultas dengan 23 program studi untuk jenjang sarjana, pascasarjana, dan profesi.",35625000.0,3350000.0,71090000.0,71250000.0,6700000.0,142180000.0,"Jalan Selomangleng No. 1, KOTA KEDIRI",JAWA TIMUR,BAIK SEKALI,quipper-22,pddikti-2197,-,banpt-3653
65,STIKES PASAPUA AMBON,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""pasapuaambon@gmail.com"", ""phone"": """"}",-,35350002.0,700000.0,70000004.0,70700004.0,1400000.0,140000008.0,"Ambon, KOTA AMBON",MALUKU,BAIK,-,pddikti-2349,-,banpt-2612
66,UNIVERSITAS MUHAMMADIYAH TANGERANG,SWASTA,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-tangerang,11757.0,11757.0,"{""website"": ""https://umt.ac.id"", ""email"": ""infoumt.ac.id"", ""phone"": ""081320663294""}",-,34125000.0,3450000.0,67750000.0,68250000.0,6900000.0,135500000.0,"JL. Perintis Kemerdekaan  No. I / 33  Cikokol  Tangerang, KOTA TANGERANG",BANTEN,B,-,pddikti-2157,rencanamu-220,banpt-441
67,UNIVERSITAS ISLAM NUSANTARA,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-nusantara,3793.0,3793.0,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",-,33520000.0,2700000.0,67000000.0,67040000.0,5400000.0,134000000.0,"Jalan Soekarno-Hatta No. 530, KOTA BANDUNG",JAWA BARAT,BAIK SEKALI,-,pddikti-128,rencanamu-156,banpt-1725
68,UNIVERSITAS KATOLIK PARAHYANGAN,SWASTA,https://campus.quipper.com/directory/universitas-katolik-parahyangan,10532.0,428.0,"{""website"": ""www.unpar.ac.id"", ""email"": ""admisi@unpar.ac.id"", ""phone"": ""022 - 204 2004 ext 100114""}","Universitas Katolik Parahyangan atau yang biasa dikenal dengan UNPAR merupakan Universitas Katolik pertama di Indonesia yang sudah berdiri sejak tahun 1955. Berdirinya kampus UNPAR ditujukan untuk memenuhi kebutuhan SDM berpendidikan tinggi di Republik Indonesia ketika masa awal kemerdekaan. Oh ya, ketika itu UNPAR tidak langsung berdiri sebagai universitas ya Quipperian, melainkan berawal dari Akademi Perniagaan yang kini menjadi Fakultas Ekonomi. Hingga saat ini, UNPAR sudah melahirkan banyak alumni hebat dan berkarakter yang tersebar di seluruh Indonesia.",33200000.0,12700000.0,53700000.0,66400000.0,25400000.0,107400000.0,"Jalan Ciumbuleuit No 94, KOTA BANDUNG",JAWA BARAT,A,quipper-735,pddikti-260,rencanamu-167,banpt-2736
69,UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,SWASTA,-,-1.0,-1.0,"{""website"": ""ukri.ac.id"", ""email"": ""rektorat@ukri.ac.id"", ""phone"": ""7301987 / 7303088""}",-,33100001.0,4200000.0,62000003.0,66200003.0,8400000.0,124000006.0,"Jl. Terusan Halimun No. 37 Lingkar Selatan  Kec. Lengkong, KOTA BANDUNG",JAWA BARAT,BAIK SEKALI,-,pddikti-2578,-,banpt-716
70,INSTITUT IPMI,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ipmi.ac.id"", ""email"": ""institut@ipmi.ac.id"", ""phone"": ""021-797 8888""}",-,32500000.0,2500000.0,62500000.0,65000000.0,5000000.0,125000000.0,KOTA JAKARTA SELATAN,D.K.I. JAKARTA,BAIK SEKALI,-,pddikti-610,-,banpt-708
71,PRESIDENT UNIVERSITY,SWASTA,https://campus.quipper.com/directory/president-university,7135.0,217.0,"{""website"": ""www.president.ac.id"", ""email"": ""info@president.ac.id"", ""phone"": ""021-89109762, 021-89109763""}","Universitas Presiden  merupakan salah satu universitas swasta terbaik di Indonesia yang lokasinya berada di kawasan industri terbesar di Asia Tenggara, yaitu Jababeka. Kampus ini dikelilingi oleh 1.700 perusahaan multinasional dari 30 negara, lho! Kampus ini memang bertujuan untuk menjadi institusi pendidikan global yang terkemuka, sehingga sistem pendidikannya pun dirancang sesuai dengan perkembangan di dunia. Selain itu, President University juga menjalin kerja sama di bidang pendidikan, penelitian, pengabdian masyarakat, dan kegiatan pendukung lainnya dengan 63 perguruan tinggi yang tersebar di 19 negara. Tidak hanya itu, ada lebih dari 50 perusahaan baik nasional maupun multinasional yang menjalin kerja sama dengan kampus ini. Dengan begitu, peluang karier kamu setelah lulus kuliah nanti akan semakin luas, Quipperian!",32000000.0,32000000.0,144000000.0,64000000.0,64000000.0,144000000.0,-,JAWA BARAT,A,quipper-734,-,rencanamu-51,-
72,INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM,SWASTA,-,-1.0,-1.0,"{""website"": ""www.medistra.ac.id"", ""email"": ""institutkesehatan@medistra.ac.id"", ""phone"": ""0617952262 / 0617952234""}",-,31000000.0,2000000.0,60000000.0,62000000.0,4000000.0,120000000.0,"Jalan Sudirman No. 38 Lubuk Pakam, KABUPATEN DELI SERDANG",SUMATERA UTARA,UNGGUL,-,pddikti-618,-,banpt-627
73,UNIVERSITAS PELITA HARAPAN,SWASTA,https://rencanamu.id/cari-kampus/universitas-pelita-harapan,9854.0,9854.0,Tel: +6221 546 0901,-,30500000.0,30500000.0,244000000.0,61000000.0,61000000.0,244000000.0,"Gedung Veteran RI  Jalan Jenderal Sudirman Kav. 50, KOTA JAKARTA SELATAN",BANTEN,B,-,pddikti-2565,rencanamu-238,banpt-2069
74,UNIVERSITAS LINTAS INTERNASIONAL INDONESIA,SWASTA,-,-1.0,-1.0,"{""website"": ""www.iuli.ac.id"", ""email"": ""info@iuli.ac.id"", ""phone"": ""+62 852 12318000 / ---""}",-,30500000.0,18000000.0,43000000.0,61000000.0,36000000.0,86000000.0,"Jl. Masjid No. 75  Ciater  Serpong, KOTA TANGERANG SELATAN",BANTEN,BAIK SEKALI,-,pddikti-1288,-,banpt-223
75,AKADEMI KEBIDANAN BUDI MULIA,SWASTA,-,-1.0,-1.0,"{""website"": ""http://budimulia.ac.id"", ""email"": ""akbidbudimuliajambi@yahoo.co.id"", ""phone"": ""081366828846""}",-,30250000.0,5500000.0,55000000.0,60500000.0,11000000.0,110000000.0,"Jl. Wali Songo Rt. 03 Kel. Kenali Besar  Kec. Kotabaru   Jambi, KOTA JAMBI",JAMBI,BAIK,-,pddikti-194,-,banpt-3851
76,UNIVERSITAS TARUMANAGARA,SWASTA,https://rencanamu.id/cari-kampus/universitas-tarumanagara,12556.0,12556.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",-,30050000.0,10300000.0,82400000.0,60100000.0,20600000.0,119000000.0,"Jalan S Parman No 1  Grogol, KOTA JAKARTA BARAT",D.K.I. JAKARTA,A,-,pddikti-1755,rencanamu-271,banpt-3128
77,UNIVERSITAS CIPUTRA SURABAYA,SWASTA,https://campus.quipper.com/directory/universitas-ciputra-surabaya,5187.0,222.0,"{""website"": ""www.uc.ac.id"", ""email"": ""pmb@ciputra.ac.id"", ""phone"": "" 7451699""}","Universitas Ciputra merupakan perguruan tinggi yang berfokus pada bidang akademik dan kewirausahaan. Oleh karena itu, para mahasiswa diharapkan dapat mengembangkan pola pikir dan keterampilan kewirausahaan secara efektif dan inovatif sejak di bangku perkuliahan. Penyampaian pendidikan kewirausahaan dilaksanakan melalui proyek berdasarkan permasalahan nyata yang ada di lingkungan industri dan jaringan bisnis Ciputra Group. Bagi Quipperian yang berminat dan tertarik untuk menjadi wirausaha, kalian dapat melanjutkan studi di kampus ini!",29500000.0,18000000.0,41000000.0,59000000.0,36000000.0,82000000.0,"CITRALAND CBD BOULEVARD  Kelurahan Made RT04 RW 01, KOTA SURABAYA",JAWA TIMUR,UNGGUL,quipper-142,pddikti-2242,-,banpt-2476
78,UNIVERSITAS SWISS GERMAN,SWASTA,https://rencanamu.id/cari-kampus/universitas-swiss-german,868.0,868.0,Tel: +6221 537 6221,-,29500000.0,29500000.0,236000000.0,59000000.0,59000000.0,236000000.0,"The Prominence Tower  Jalan Jalur Sutera Barat No. 15 Alam Sutera, KOTA TANGERANG",BANTEN,BAIK SEKALI,-,pddikti-2108,rencanamu-270,banpt-1017
79,INSTITUT BISNIS DAN KEUANGAN NITRO,SWASTA,-,-1.0,-1.0,"{""website"": ""nitromks.ac.id"", ""email"": ""info@institutnitro.ac.id"", ""phone"": ""0411-459061-459062 / 0411-459063""}",-,28950000.0,1900000.0,56000000.0,57900000.0,3800000.0,112000000.0,"Jl. Prof. Abdurahman Basalamah No.101  Karampuang, KOTA MAKASSAR",SULAWESI SELATAN,B,-,pddikti-2521,-,banpt-248
80,UNIVERSITAS KOPERASI INDONESIA,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ikopin.ac.id"", ""email"": ""sekrek@ikopin.ac.id"", ""phone"": ""7796033 / 7796033""}",-,28525000.0,1800000.0,55250000.0,57050000.0,3600000.0,110500000.0,KABUPATEN SUMEDANG,JAWA BARAT,BAIK SEKALI,-,pddikti-1962,-,banpt-751
81,UNIVERSITAS KRISTEN KRIDA WACANA,SWASTA,https://campus.quipper.com/directory/universitas-kristen-krida-wacana,3000.0,300.0,"{""website"": ""www.ukrida.ac.id"", ""email"": ""univ.secretary@ukrida.ac.id"", ""phone"": ""021 566 6952-55 / 021 566 6956""}","Universitas Kristen Krida Wacana  merupakan perguruan tinggi swasta yang berdiri sejak tahun 1967 di bawah naungan GKI Sinode Jakarta Barat. UKRIDA memiliki tiga kampus dan dua rumah sakit pendidikan, dengan 5 fakultas dan 13 program studi, serta didukung program soft skills untuk menyiapkan mahasiswanya siap terjun di dunia karier.",28000000.0,28000000.0,28000000.0,56000000.0,56000000.0,56000000.0,"Jl Tanjung Duren Raya No 4, KOTA JAKARTA BARAT",D.K.I. JAKARTA,C,quipper-4,pddikti-53,rencanamu-180,banpt-1706
82,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,SWASTA,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional,2994.0,120.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}","Tahukah Quipperian kalau Institut Sains dan Teknologi Nasional  merupakan perguruan tinggi bidang sains dan teknologi swasta tertua di Indonesia? ISTN didirikan pada tanggal 5 Desember 1950 oleh salah seorang ahli beton Indonesia Prof.Ir. Roosseno. Tujuan didirikannya ISTN adalah untuk meng-upgrade kemampuan para ahli teknik menengah Indonesia untuk mengambil alih dan mengganti para insinyur Belanda yang pulang ke negaranya pasca kemerdekaan Indonesia. Saat ini, ISTN menyediakan 19 program studi yang terbagi menjadi 5 fakultas. Ingin tahu lebih lengkap tentang kampus keren ini? Yuk kita simak infonya berikut ini!",27750000.0,5500000.0,50000000.0,55500000.0,11000000.0,100000000.0,"Jalan M Kahfi II Jagakarsa Bumi Srengseng Indah, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,B,quipper-465,pddikti-382,rencanamu-24,banpt-263
83,UNIVERSITAS INDO GLOBAL MANDIRI,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uigm.ac.id"", ""email"": ""univ@igm.ac.id"", ""phone"": ""0711-322705 / 0711-357754""}",-,27500000.0,27500000.0,27500000.0,55000000.0,55000000.0,55000000.0,"Jl. Jendral Sudirman No. 629 Km. 3.5 Palembang, KOTA PALEMBANG",SUMATERA SELATAN,TERAKREDITASI,-,pddikti-1059,-,banpt-43
84,UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.ulbi.ac.id/"", ""email"": ""info@ulbi.ac.id"", ""phone"": ""08112397778 / 0222009570""}",-,26950000.0,500000.0,53400000.0,53900000.0,1000000.0,106800000.0,"Jl. Sariasih No. 54 Sarijadi  Kec. Sukasari, KOTA BANDUNG",JAWA BARAT,B,-,pddikti-955,-,banpt-1926
85,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,SWASTA,https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-surabaya,10443.0,10443.0,"{""website"": ""www.untag-sby.ac.id"", ""email"": ""humas@untag-sby.ac.id"", ""phone"": ""031-5931800 / 031-5927817""}",-,26575000.0,3750000.0,52250000.0,53150000.0,7500000.0,104500000.0,"Jalan Semolowaru No 45 Surabaya, KOTA SURABAYA",JAWA TIMUR,A,-,pddikti-2583,rencanamu-91,banpt-2075
86,UNIVERSITAS KRISTEN MARANATHA,SWASTA,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha,6005.0,6005.0,"{""website"": ""www.maranatha.edu"", ""email"": ""admission@maranatha.edu"", ""phone"": ""022-2012186 / 022-2015154""}",-,26176250.0,3900000.0,52252500.0,52352500.0,7800000.0,104505000.0,"Jl Prof Drg Suria Sumantri 65, KOTA BANDUNG",JAWA BARAT,B,-,pddikti-1471,rencanamu-181,banpt-1859
87,INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,SWASTA,-,-1.0,-1.0,"{""website"": ""www.i3L.ac.id"", ""email"": ""operations@i3l.ac.id"", ""phone"": ""021-29567899 / 021-29617296""}",-,25750000.0,2500000.0,49000000.0,51500000.0,5000000.0,98000000.0,"Jl. Pulomas Barat Kav 88, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,BAIK SEKALI,-,pddikti-120,-,banpt-28
88,UNIVERSITAS PRASETIYA MULYA,SWASTA,https://campus.quipper.com/directory/universitas-prasetiya-mulya,4704.0,185.0,"{""website"": ""www.prasetiyamulya.ac.id"", ""email"": ""bpm@pmbs.ac.id"", ""phone"": ""021-7511126/30450500 / 021-7500460/30450505""}","Universitas Prasetiya Mulya, atau yang lebih dikenal dengan nama Prasmul, didirikan pada tahun 1982 berkat inisiasi lebih dari 70 pengusaha Indonesia terkemuka kala itu, di antaranya Soedono Salim , William Soeryadjaya , Susanta Lyman , dan Eka Tjipta Widjaja  yang berkolaborasi dengan para akademisi seperti Harry Tjan Silalahi dan Jusuf Wanandi. Awalnya, Prasetiya Mulya lahir sebagai pionir program MBA di Indonesia dan berkembang dengan menghadirkan program S1 tahun 2005.",25500000.0,22000000.0,92000000.0,51000000.0,44000000.0,100000000.0,"Jl. RA. Kartini  Cilandak Barat, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,BAIK SEKALI,quipper-2,pddikti-15,rencanamu-249,banpt-1146
89,SEKOLAH TINGGI ILMU KESEHATAN BORNEO NUSANTARA,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""borneostikesnusantara@gmail.com"", ""phone"": ""081251131828 / 081251131828""}",-,25250000.0,500000.0,50000000.0,50500000.0,1000000.0,100000000.0,KOTA BANJARMASIN,KALIMANTAN SELATAN,BAIK,-,pddikti-302,-,banpt-1442
90,STMIK BANDUNG,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stmik-bandung.ac.id"", ""email"": ""info@stmik-bandung.ac.id"", ""phone"": ""022-7207777 / 022-7207777""}",-,25125000.0,250000.0,50000000.0,50250000.0,500000.0,100000000.0,"Jalan PHH Mustofa No 31, KOTA BANDUNG",JAWA BARAT,BAIK,-,pddikti-1936,-,banpt-2232
91,SAE INDONESIA,SWASTA,https://campus.quipper.com/directory/sae-indonesia,200.0,30.0,"{""website"": ""https://indonesia.sae.edu/id/"", ""email"": ""jakarta@sae.edu"", ""phone"": ""021-7890145, 08771234 6567""}","SAE merupakan lembaga terkemuka di dunia dalam industri pendidikan media kreatif, Quipperian. Didirikan sejak tahun 1976, kini SAE telah memiliki lebih dari 50 kampus yang tersebar di 27 negara, lho! Di Indonesia, SAE menawarkan program Diploma atau Sarjana Terapan Seni yang terakreditasi BAN-PT dengan pilihan studi Animasi, Audio, Film, dan Bisnis Musik. Menariknya lagi, di SAE tersedia program Double-Degree dimana kamu bisa mendapatkan gelar sarjana dari Middlesex University London tanpa harus pergi kuliah ke Inggris. Tersedia juga program Pathway ke Australia atau New Zealand, dimana kamu bisa mendapatkan gelar sarjana kurang dari 3 tahun Quipperian! Yuk kita simak profil lengkapnya berikut ini!",25000000.0,25000000.0,25000000.0,50000000.0,50000000.0,50000000.0,-,DKI JAKARTA,B,quipper-556,-,rencanamu-53,-
